orgao_superior_nome;orgao_nome;nome_item;nome_natureza_despesa_detalhada;valor
MINISTÉRIO DA CULTURA;AGÊNCIA NACIONAL DO CINEMA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;558329.41
MINISTÉRIO DA CULTURA;AGÊNCIA NACIONAL DO CINEMA;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;36579.63
MINISTÉRIO DA CULTURA;AGÊNCIA NACIONAL DO CINEMA;Locação de Veículos;TRANSPORTE DE SERVIDORES;1476.72
MINISTÉRIO DA CULTURA;AGÊNCIA NACIONAL DO CINEMA;Passagens e Despesas com Locomoção;PASSAGENS PARA O EXTERIOR;6757.98
MINISTÉRIO DA CULTURA;AGÊNCIA NACIONAL DO CINEMA;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;22858.13
MINISTÉRIO DA CULTURA;AGÊNCIA NACIONAL DO CINEMA;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;44928
MINISTÉRIO DA CULTURA;AGÊNCIA NACIONAL DO CINEMA;Diárias;DIARIAS NO EXTERIOR;43383.12
MINISTÉRIO DA CULTURA;AGÊNCIA NACIONAL DO CINEMA;Diárias;DIARIAS NO PAIS;20674.44
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Passagens e Despesas com Locomoção;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;3496.98
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;11930
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Tecnologia da Informação e Comunicação;EMISSAO DE CERTIFICADOS DIGITAIS;540.72
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Tecnologia da Informação e Comunicação;SERVICOS TECNICOS PROFISSIONAIS DE TIC;386332.16
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Tecnologia da Informação e Comunicação;COMPUTACAO EM NUVEM - SOFTWARE COMO SERVICO (SAAS);188642.9
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Tecnologia da Informação e Comunicação;COMPUTACAO EM NUVEM - INFRAESTRUTURA COMO SERVICO(IAAS);110267.25
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;26163.5
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Tecnologia da Informação e Comunicação;TELEFONIA FIXA E MOVEL - PACOTE DE COMUNICACAO DE DADOS;206.25
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Tecnologia da Informação e Comunicação;COMUNICACAO DE DADOS E REDES EM GERAL;707.38
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Tecnologia da Informação e Comunicação;MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC;12647.03
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;236315.19
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;42720
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Material de Consumo;FERRAMENTAS;104.15
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Material de Consumo;MATERIAL ELETRICO E ELETRONICO;306.35
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Material de Consumo;MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES;2399.34
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Material de Consumo;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO;2896.78
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Material de Consumo;GENEROS DE ALIMENTACAO;2495.74
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Material de Consumo;GAS E OUTROS MATERIAIS ENGARRAFADOS;110
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;27261.44
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Diárias;DIARIAS NO PAIS;531349.5
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Contratação Temporária;AUXILIO-TRANSPORTE;6845.22
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Contratação Temporária;AUXILIO-CRECHE;3210
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Contratação Temporária;AUXILIO-ALIMENTACAO;60691.64
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;26544.62
MINISTÉRIO DO TRABALHO E EMPREGO;MINISTÉRIO DO TRABALHO E EMPREGO;Diárias;DIARIAS NO PAIS;5691.88
MINISTÉRIO DO TRABALHO E EMPREGO;FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;538.67
MINISTÉRIO DO TRABALHO E EMPREGO;FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO;Tecnologia da Informação e Comunicação;EMISSAO DE CERTIFICADOS DIGITAIS;159.8
MINISTÉRIO DO TRABALHO E EMPREGO;FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;3845.08
MINISTÉRIO DO TRABALHO E EMPREGO;FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO;Tecnologia da Informação e Comunicação;COMUNICACAO DE DADOS E REDES EM GERAL;43598.52
MINISTÉRIO DO TRABALHO E EMPREGO;FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO;Tecnologia da Informação e Comunicação;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;108134.27
MINISTÉRIO DO TRABALHO E EMPREGO;FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO;Serviços de Comunicação em Geral;SERVICOS GRAFICOS E EDITORIAIS;437.28
MINISTÉRIO DO TRABALHO E EMPREGO;FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;11461
MINISTÉRIO DO TRABALHO E EMPREGO;FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO;Serviços de Comunicação em Geral;SERVICOS DE COMUNICACAO EM GERAL;126.51
MINISTÉRIO DO TRABALHO E EMPREGO;FUNDAÇÃO JORGE DUPRAT FIGUEIREDO, DE SEGURANÇA E MEDICINA DO TRABALHO;Apoio Administrativo, Técnico e Operacional;SERVICOS DE GAS;69.78
MINISTÉRIO DOS TRANSPORTES;AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;5884.04
MINISTÉRIO DOS TRANSPORTES;AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;103023.37
MINISTÉRIO DOS TRANSPORTES;AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES;Diárias;DIARIAS NO EXTERIOR;0
MINISTÉRIO DOS TRANSPORTES;AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES;Diárias;DIARIAS NO PAIS;235343.67
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;7328.2
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Tecnologia da Informação e Comunicação;COMPUTACAO EM NUVEM - INFRAESTRUTURA COMO SERVICO(IAAS);0
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Locações de Mão-de-Obra e Terceirização;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;0
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Apoio Administrativo, Técnico e Operacional;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;1522.18
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Serviços de Comunicação em Geral;SERVICOS GRAFICOS E EDITORIAIS;3152.09
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Apoio Administrativo, Técnico e Operacional;SERVICO DE SELECAO E TREINAMENTO;3310.78
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;31631.98
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;132514.92
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;14905.18
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;2238.51
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Apoio Administrativo, Técnico e Operacional;SERVICOS TECNICOS PROFISSIONAIS;27971.68
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Apoio Administrativo, Técnico e Operacional;ASSINATURAS DE PERIODICOS E ANUIDADES;16947.3
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;0
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;53181.64
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Diárias;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;857.28
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Locação de Veículos;TRANSPORTE DE SERVIDORES;7106.17
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;168173.33
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;0
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Diárias;DIARIAS NO EXTERIOR;24714.94
MINISTÉRIO DOS TRANSPORTES;MINISTÉRIO DOS TRANSPORTES;Diárias;DIARIAS NO PAIS;63997.44
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;661.63
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Apoio Administrativo, Técnico e Operacional;FRETES E TRANSPORTES DE ENCOMENDAS;369.31
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Apoio Administrativo, Técnico e Operacional;SEGUROS EM GERAL;53815.81
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;22638.18
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Serviços de Comunicação em Geral;SERVICOS DE COMUNICACAO EM GERAL;23259.22
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;19943.35
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;18571.65
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Apoio Administrativo, Técnico e Operacional;EXPOSICOES, CONGRESSOS E CONFERENCIAS;634
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Manutenção e Conservação de Equipamentos;MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS;1375
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;0
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;1279
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Locação de Imóveis;LOCACAO DE IMOVEIS;1227068.92
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Apoio Administrativo, Técnico e Operacional;SERVICOS TECNICOS PROFISSIONAIS;5854.63
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Manutenção e Conservação de Bens Imóveis;CONDOMINIOS;34613
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Apoio Administrativo, Técnico e Operacional;ASSINATURAS DE PERIODICOS E ANUIDADES;233102.02
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Locações de Mão-de-Obra e Terceirização;SERVICOS DE BRIGADA DE INCENDIO.;144686.8
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Locações de Mão-de-Obra e Terceirização;MANUTENCAO E CONSERVACAO DE BENS MOVEIS;18313.4
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Locações de Mão-de-Obra e Terceirização;SERVICOS DE COPA E COZINHA;122627.93
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;355573.11
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;186709.23
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;850355.68
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;203654.08
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Diárias;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;6032.5
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Locação de Veículos;TRANSPORTE DE SERVIDORES;373745.28
MINISTÉRIO DA SAÚDE;AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA;Passagens e Despesas com Locomoção;PASSAGENS PARA O EXTERIOR;1106246.62
MINISTÉRIO DA DEFESA;MINISTÉRIO DA DEFESA;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;2729.5
MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA;Serviços de Comunicação em Geral;SERVICOS DE PUBLICIDADE LEGAL;3452.52
MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO;FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;671427.12
MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS;FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;1877.77
MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA;MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;31653.63
MINISTÉRIO DA CULTURA;FUNDAÇÃO NACIONAL DE ARTES;Apoio Administrativo, Técnico e Operacional;TAXA DE ADMINISTRACAO;2364.83
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Tecnologia da Informação e Comunicação;SUPORTE A USUARIOS DE TIC;23193.3
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Locação de Veículos;LOCACAO DE MEIOS DE TRANSPORTE;29660.36
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Passagens e Despesas com Locomoção;PASSAGENS PARA O EXTERIOR;140626.02
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;71971.37
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Material de Consumo;MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES;279.32
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Material de Consumo;GENEROS DE ALIMENTACAO;1700.35
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Diárias;DIARIAS NO EXTERIOR;364655.9
MINISTÉRIO DAS COMUNICAÇÕES;AGÊNCIA NACIONAL DE TELECOMUNICAÇÕES;Diárias;DIARIAS NO PAIS;241706.4
MINISTÉRIO DAS COMUNICAÇÕES;MINISTÉRIO DAS COMUNICAÇÕES;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;2631.86
MINISTÉRIO DAS COMUNICAÇÕES;MINISTÉRIO DAS COMUNICAÇÕES;Tecnologia da Informação e Comunicação;COMPUTACAO EM NUVEM - PLATAFORMA COMO SERVICO (PAAS);6143.7
MINISTÉRIO DAS COMUNICAÇÕES;MINISTÉRIO DAS COMUNICAÇÕES;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;15961.31
MINISTÉRIO DAS COMUNICAÇÕES;MINISTÉRIO DAS COMUNICAÇÕES;Tecnologia da Informação e Comunicação;MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC;27955.8
MINISTÉRIO DAS COMUNICAÇÕES;MINISTÉRIO DAS COMUNICAÇÕES;Tecnologia da Informação e Comunicação;SUPORTE DE INFRAESTRUTURA DE TIC;158201.96
MINISTÉRIO DAS COMUNICAÇÕES;MINISTÉRIO DAS COMUNICAÇÕES;Tecnologia da Informação e Comunicação;LOCACAO DE SOFTWARES;180596.69
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Locações de Mão-de-Obra e Terceirização;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;24900
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Apoio Administrativo, Técnico e Operacional;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;21781.57
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;29231.28
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Apoio Administrativo, Técnico e Operacional;SEGUROS EM GERAL;211.34
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;2779.71
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Serviços de Comunicação em Geral;SERVICOS DE COMUNICACAO EM GERAL;2402.02
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;119539.14
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;994847.52
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Apoio Administrativo, Técnico e Operacional;FORNECIMENTO DE ALIMENTACAO;1442303.16
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Manutenção e Conservação de Equipamentos;MANUTENCAO E CONSERV. DE VEICULOS;70966.51
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;20323.59
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Locação de Imóveis;LOCACAO DE IMOVEIS;46889.75
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Apoio Administrativo, Técnico e Operacional;COMISSOES E CORRETAGENS;0.18
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;91780.16
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;69084.32
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Apoio Administrativo, Técnico e Operacional;SERVICOS DE SELECAO E TREINAMENTO;4910.3
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;78157.81
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Diárias;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;1687.5
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Passagens e Despesas com Locomoção;PASSAGENS E DESP.C/LOCOMOCAO-PAGTO ANTECIPADO;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Passagens e Despesas com Locomoção;PASSAGENS PARA O EXTERIOR;17158.68
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;44162.61
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;34400
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Material de Consumo;MATERIAL P/ MANUTENCAO DE VEICULOS;121606.83
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Material de Consumo;MATERIAL P/ MANUTENCAO DE BENS MOVEIS;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;Material de Consumo;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO;1294.75
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;Vigilância Ostensiva;VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO;1700000
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;Apoio Administrativo, Técnico e Operacional;SEGUROS EM GERAL;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;2571.9
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;141639.12
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;2144151.8
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;Apoio Administrativo, Técnico e Operacional;FORNECIMENTO DE ALIMENTACAO;1699.48
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;Manutenção e Conservação de Equipamentos;MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS;661991.33
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;64234.38
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;1252887.24
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;Locação de Máquinas e Equipamentos;LOCACAO DE MAQUINAS E EQUIPAMENTOS;12735.56
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;Apoio Administrativo, Técnico e Operacional;COMISSOES E CORRETAGENS;108.42
