orgao_superior_nome;orgao_nome;nome_item;nome_natureza_despesa_detalhada;valor
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;161305.03
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERVACAO DE BENS IMOVEIS;44836.2
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Locações de Mão-de-Obra e Terceirização;SERVICOS DE COPA E COZINHA;95320.58
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Apoio Administrativo, Técnico e Operacional;ASSINATURAS DE PERIODICOS E ANUIDADES;0
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Manutenção e Conservação de Bens Imóveis;CONDOMINIOS;2868.54
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;57062.02
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;16807.89
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;27779.31
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;5786.6
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;957.91
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Apoio Administrativo, Técnico e Operacional;SEGUROS EM GERAL;3189.77
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Vigilância Ostensiva;VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO;43368.25
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;3449.22
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Apoio Administrativo, Técnico e Operacional;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;2930.65
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Tecnologia da Informação e Comunicação;LOCACAO DE EQUIPAMENTOS DE TIC - IMPRESSORAS;3714.53
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Tecnologia da Informação e Comunicação;MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC;3169
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Tecnologia da Informação e Comunicação;COMUNICACAO DE DADOS E REDES EM GERAL;5633.01
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Tecnologia da Informação e Comunicação;TELEFONIA FIXA E MOVEL - PACOTE DE COMUNICACAO DE DADOS;429.86
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;1655.19
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Contratação Temporária;AUXILIO-ALIMENTACAO;75849.41
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Contratação Temporária;AUXILIO-CRECHE;5761.95
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Contratação Temporária;AUXILIO-TRANSPORTE;18069.31
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Diárias;DIARIAS NO PAIS;117430.81
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;11836.51
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Material de Consumo;GAS E OUTROS MATERIAIS ENGARRAFADOS;2100
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Material de Consumo;GENEROS DE ALIMENTACAO;18992.95
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Material de Consumo;MATERIAL DE EXPEDIENTE;2748
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Material de Consumo;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO;1401.99
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Material de Consumo;MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES;5707.9
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Material de Consumo;MATERIAL P/ MANUTENCAO DE BENS MOVEIS;36197.81
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Material de Consumo;MATERIAL ELETRICO E ELETRONICO;529.7
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA;Material de Consumo;MATERIAL P/ MANUTENCAO DE VEICULOS;824.44
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;337089.82
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;Contratação Temporária;AUXILIO-ALIMENTACAO;83667.67
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;Contratação Temporária;AUXILIO-CRECHE;4879.2
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;Contratação Temporária;AUXILIO-TRANSPORTE;53957.2
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;Diárias;DIARIAS NO PAIS;26187.82
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;Diárias;DIARIAS NO EXTERIOR;441.02
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;839.63
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;262078.39
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERVACAO DE BENS IMOVEIS;84091.39
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Locações de Mão-de-Obra e Terceirização;SERVICOS DE COPA E COZINHA;71448.67
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Locação de Máquinas e Equipamentos;LOCACAO DE MAQUINAS E EQUIPAMENTOS;1167.26
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;34017.75
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;13805.25
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Manutenção e Conservação de Equipamentos;MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS;704
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Apoio Administrativo, Técnico e Operacional;TAXA DE ADMINISTRACAO;699.24
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;99137.21
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;6130
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Serviços de Comunicação em Geral;SERVICOS DE COMUNICACAO EM GERAL;4663.59
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Apoio Administrativo, Técnico e Operacional;SERVICO DE SELECAO E TREINAMENTO;1440
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;658.06
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Apoio Administrativo, Técnico e Operacional;SEGUROS EM GERAL;137.32
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Apoio Administrativo, Técnico e Operacional;SERVICO DE INCINERACAO,DESTRUICAO E DEMOLICAO;1145.13
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Vigilância Ostensiva;VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO;3325
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;28706.37
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Apoio Administrativo, Técnico e Operacional;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;1796.37
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Locações de Mão-de-Obra e Terceirização;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;29000
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Apoio Administrativo, Técnico e Operacional;OUTROS SERVICOS DE TERCEIROS-PESSOA JURIDICA;450
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Tecnologia da Informação e Comunicação;LOCACAO DE SOFTWARES;11580
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Tecnologia da Informação e Comunicação;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;1020.5
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Tecnologia da Informação e Comunicação;COMUNICACAO DE DADOS E REDES EM GERAL;4800
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;30476.21
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ;Contratação Temporária;AUXILIO-TRANSPORTE;225.3
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ;Diárias;DIARIAS NO PAIS;27147.99
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;2029.34
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;5778.53
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Contratação Temporária;AUXILIO-ALIMENTACAO;149977.42
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Contratação Temporária;AUXILIO-CRECHE;10368.3
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Contratação Temporária;AUXILIO-TRANSPORTE;39447.69
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Diárias;DIARIAS NO PAIS;31974.58
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;1295.04
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Material de Consumo;GENEROS DE ALIMENTACAO;742
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;3000
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;827.56
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Diárias;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;0
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;56641.6
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Apoio Administrativo, Técnico e Operacional;SERVICOS DE SELECAO E TREINAMENTO;3200
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;342349.03
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;372038.38
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;623402.98
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Locações de Mão-de-Obra e Terceirização;SERVICOS DE COPA E COZINHA;17989.24
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Apoio Administrativo, Técnico e Operacional;COMISSOES E CORRETAGENS;1653.39
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;7715.8
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;76703.13
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Manutenção e Conservação de Equipamentos;MANUTENCAO E CONSERV. DE VEICULOS;14306.87
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Apoio Administrativo, Técnico e Operacional;FESTIVIDADES E HOMENAGENS;1106.5
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;Apoio Administrativo, Técnico e Operacional;FORNECIMENTO DE ALIMENTACAO;2680
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ;Tecnologia da Informação e Comunicação;SUPORTE DE INFRAESTRUTURA DE TIC;2576.9
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ;Tecnologia da Informação e Comunicação;COMUNICACAO DE DADOS E REDES EM GERAL;3517.51
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ;Tecnologia da Informação e Comunicação;TELEFONIA FIXA E MOVEL - PACOTE DE COMUNICACAO DE DADOS;3294.09
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;17227.07
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ;Tecnologia da Informação e Comunicação;COMPUTACAO EM NUVEM - INFRAESTRUTURA COMO SERVICO(IAAS);1341.33
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;990
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ;Passagens e Despesas com Locomoção;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;77
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Contratação Temporária;AUXILIO-ALIMENTACAO;76850.85
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Contratação Temporária;AUXILIO-CRECHE;6076.86
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Contratação Temporária;AUXILIO-TRANSPORTE;3443.42
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Diárias;DIARIAS NO PAIS;26067.02
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Tecnologia da Informação e Comunicação;MATERIAL DE TIC - MATERIAL DE CONSUMO;2340
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Material de Consumo;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;312.34
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Material de Consumo;MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO;1269
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Material de Consumo;UNIFORMES, TECIDOS E AVIAMENTOS;678
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;2073.25
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Locação de Veículos;LOCACAO DE MEIOS DE TRANSPORTE;90184.42
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Passagens e Despesas com Locomoção;LOCOMOCAO URBANA;68
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Locação de Veículos;TRANSPORTE DE SERVIDORES;26764.69
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Locações de Mão-de-Obra e Terceirização;OUTRAS DESPESAS DE PESSOAL - TERCEIRIZACAO;66030.36
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Diárias;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;1148.15
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;64626.1
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;407962.78
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;481389.3
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;463601.47
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERVACAO DE BENS IMOVEIS;17220.54
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE;Contratação Temporária;AUXILIO-TRANSPORTE;30612.39
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE;Diárias;DIARIAS NO PAIS;7070.53
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;14974.1
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;4231.99
MINISTÉRIO DA EDUCAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE;Serviços de Consultoria;ASSESSORIA E CONSULTORIA TECNICA OU JURIDICA;2162
